field_1,code,cafe_nm,gu_code,gu,dong_cd,dong,gibun,road,lng,lat,year,NUMPOINTS,HubName,HubDist,cafe_cd
"276","20295450",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1699-3,서울특별시 서초구 서초중앙로,127.013361956833,37.4963541721937,"2019","2",교대역,390.724246406058,"1"
"277","20028687",스타벅스대치점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 988-17,서울특별시 강남구 도곡로,127.062221296007,37.4996265116081,"2019","1",대치역,573.785600250734,"1"
"278","20389762",스타벅스광운대점,"11350",노원구,"1135010200",월계동,서울특별시 노원구 월계동 410-1,서울특별시 노원구 석계로,127.060705412335,37.6231751762071,"2019","6",광운대역,140.734713280564,"1"
"279","20828526",스타벅스,"11350",노원구,"1135010300",공릉동,서울특별시 노원구 공릉동 126,서울특별시 노원구 화랑로,127.088969020253,37.6287759891336,"2019","0",화랑대역,1104.2115400146,"1"
"280","20424762",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 826-26,서울특별시 강남구 테헤란로2길,127.029679239432,37.4964803158248,"2019","3",강남역,466.384715618763,"1"
"281","23213262",스타벅스석촌호수점,"11710",송파구,"1171010400",송파동,서울특별시 송파구 송파동 7-4,서울특별시 송파구 석촌호수로,127.105216364301,37.5094301379565,"2019","0",잠실역,585.354400595788,"1"
"282","25585003",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 5-1,서울특별시 강남구 도산대로,127.023368467937,37.5173417649322,"2019","0",신사역,479.266333007756,"1"
"283","20025300",스타벅스역삼역점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 646-15,서울특별시 강남구 테헤란로,127.035177610748,37.5007062485243,"2019","1",동오역,158.169998893235,"1"
"284","20026165",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 159-6,서울특별시 강남구 테헤란로87길,127.059426824816,37.5096240415368,"2019","0",봉은사역,664.395250079168,"1"
"285","20025735",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 747-21,서울특별시 강남구 논현로,127.038880731616,37.4959157868406,"2019","3",동오역,478.426970288728,"1"
"286","23316524",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1317-23,서울특별시 서초구 서초대로,127.025903621913,37.4980981742341,"2019","5",강남역,766.044548728402,"1"
"287","22555126",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 996-9,서울특별시 강남구 테헤란로104길,127.065230995138,37.5085888497427,"2019","2",봉은사역,708.539208798333,"1"
"288","20017739",스타벅스,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 467-17,서울특별시 강남구 언주로30길,127.054163435442,37.4892992237675,"2019","2",도곡역,171.161761336418,"1"
"289","20005051",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 나루터로4길,127.013448018261,37.5095823555688,"2019","0",반포역,201.655264352141,"1"
"290","20088322",스타벅스한성대입구역점,"11290",성북구,"1129010200",성북동1가,서울특별시 성북구 성북동1가 35-1,서울특별시 성북구 성북로,127.004904251791,37.5890460115547,"2019","5",한성대입구역,252.455200341699,"1"
"291","25274618",스타벅스송파사거리점,"11710",송파구,"1171010400",송파동,서울특별시 송파구 송파동 96-7,서울특별시 송파구 송파대로,127.110334770409,37.502269334236,"2019","2",석촌역,127.563952079036,"1"
"292","25808541",스타벅스강남에비뉴점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1303-16,서울특별시 서초구 서초대로77길,127.023886925474,37.502721958552,"2019","4",신논현역,842.526614932862,"1"
"293","23498613",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 651,서울특별시 강남구 남부순환로,127.057395337984,37.4921723983972,"2019","3",도곡역,271.542093564387,"1"
"294","20023633",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 144-25,서울특별시 강남구 테헤란로,127.055580896323,37.5069442507099,"2019","4",선릉역,766.354806175436,"1"
"295","25797473",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 679-4,서울특별시 강남구 테헤란로,127.037733772702,37.5015740906142,"2019","4",역삼역,265.201921488029,"1"
"296","25902757",스타벅스압구정로데오역점,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.040513119755,37.5265378643378,"2019","0",압구정로데오역,329.273201151586,"1"
"297","25747966",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 837-36,서울특별시 강남구 강남대로,127.031801329315,37.4906588834388,"2019","3",강남역,211.745584900397,"1"
"298","25730277",스타벅스고대프라자점,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 1-2,서울특별시 성북구 인촌로,127.030957744251,37.5864875767796,"2019","4",안암역,143.688888106488,"1"
"299","25742491",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 755,서울특별시 강남구 역삼로,127.048406096675,37.4992276933378,"2019","2",한티역,281.597189283187,"1"
"300","25729943",스타벅스,"11680",강남구,"1168011400",일원동,서울특별시 강남구 일원동 50,서울특별시 강남구 일원로,127.089578831632,37.4903343408695,"2019","0",일원역,835.819747329681,"1"
"301","25744200",스타벅스코엑스사거리점,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 91-31,서울특별시 강남구 영동대로,127.060193379989,37.5152437173541,"2019","2",봉은사역,275.56008250304,"1"
"302","25846799",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 157,서울특별시 강남구 삼성로,127.056219039363,37.5083640085869,"2019","3",중앙역,771.685402633689,"1"
"303","20681728",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 889-70,서울특별시 강남구 테헤란로64길,127.0511760602,37.5037642661984,"2019","3",선릉역,258.894003884875,"1"
"304","20014581",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.059139102428,37.5118203253706,"2019","0",봉은사역,489.853750816121,"1"
"305","22534106",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 168-21,서울특별시 강남구 영동대로96길,127.063192969498,37.5105640373674,"2019","6",봉은사역,467.461412899233,"1"
"306","25901259",스타벅스방배카페입구점,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.985676893834,37.4972370082012,"2019","2",구반포역,491.765888993123,"1"
"307","23784909",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 59-8,서울특별시 강남구 논현로,127.028627805482,37.5191511988017,"2019","2",압구정역,488.078229365887,"1"
"308","25928350",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 820-8,서울특별시 강남구 강남대로,127.027517730607,37.4992107601886,"2019","6",강남역,811.266290901842,"1"
"309","25964875",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 936-15,서울특별시 강남구 선릉로64길,127.053715109294,37.497945786956,"2019","2",한티역,234.107686035031,"1"
"310","28520216",스타벅스미아사거리역점,"11305",강북구,"1130510100",미아동,서울특별시 강북구 미아동 35-30,서울특별시 강북구 도봉로,127.030685494292,37.6118406150505,"2019","6",미아사거리역,355.394621852845,"1"
"311","12076165",스타벅스송파방이DT점,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.120508852575,37.5065444620512,"2019","2",방이역,467.429012994285,"1"
"312","25928281",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 52-17,서울특별시 강남구 삼성로,127.051146995902,37.5176763205093,"2019","2",강남구청역,350.397523323012,"1"
"313","11757465",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 812-2,서울특별시 서초구 방배로,126.99050928001,37.4919441682448,"2019","5",내방역,486.522134238721,"1"
"314","11798770",스타벅스역삼럭키점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.039391664754,37.4922256105997,"2019","2",동오역,856.782316357597,"1"
"315","11707694",스타벅스종암점,"11290",성북구,"1129013500",종암동,서울특별시 성북구 종암동 3-686,서울특별시 성북구 종암로,127.033983452137,37.6011813308853,"2019","3",월곡역,660.764638660176,"1"
"316","11765466",스타벅스포스코사거리점,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 157-36,서울특별시 강남구 테헤란로,127.057428066223,37.5075627123392,"2019","3",봉은사역,951.950606235058,"1"
"317","25637642",스타벅스,"11710",송파구,"1171010700",가락동,서울특별시 송파구 가락동 125-6,서울특별시 송파구 동남로,127.126233039197,37.4918996397466,"2019","2",문정역,619.335219902433,"1"
"318","11869893",스타벅스청계산입구역점,"11650",서초구,"1165011100",신원동,서울특별시 서초구 신원동 205-1,서울특별시 서초구 청계산로,127.056252426389,37.4472723955747,"2019","1",청계산입구역,197.610062533694,"1"
"319","11931405",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255003449,37.5115850987019,"2019","2",학동역,304.130925346504,"1"
"320","11931313",스타벅스대치사거리점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 960-5,서울특별시 강남구 삼성로,127.058815537065,37.5033568327036,"2019","2",한티역,787.755037895129,"1"
"321","11836610",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 신반포로,127.011922479411,37.5086144884618,"2019","2",반포역,35.8545042914374,"1"
"322","12104846",스타벅스강남우성점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 832-3,서울특별시 강남구 강남대로,127.030693855019,37.4923527985882,"2019","5",강남역,2.36983575055137,"1"
"323","11978034",스타벅스성신여대정문,"11290",성북구,"1129011700",동선동2가,서울특별시 성북구 동선동2가 134,서울특별시 성북구 보문로34길,127.018842126834,37.5908296207397,"2019","1",성신여대입구역,311.006822933407,"1"
"324","12064739",스타벅스,"11305",강북구,"1130510100",미아동,서울특별시 강북구 미아동 812-2,서울특별시 강북구 삼양로,127.021108114965,37.6183841817231,"2019","5",삼양사거리역,334.001231303753,"1"
"325","11970460",스타벅스압구정점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 609,서울특별시 강남구 압구정로30길,127.029541735527,37.5263220722528,"2019","2",압구정역,326.803495803439,"1"
"326","12042236",스타벅스대치은마사거리점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 941-19,서울특별시 강남구 도곡로,127.060159533829,37.4989974073525,"2019","2",대치역,567.147887579259,"1"
"327","12478338",스타벅스,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.120565823608,37.5065088438119,"2019","2",방이역,464.139432751353,"1"
"328","12421780",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 777-11,서울특별시 서초구 방배중앙로,126.986552647513,37.493523177117,"2019","2",구반포역,902.341026338345,"1"
"329","12338982",스타벅스,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 89-4,서울특별시 강남구 도산대로57길,127.041819329691,37.5252509543256,"2019","0",압구정로데오역,467.839663031264,"1"
"330","12431198",스타벅스청담영동대로점,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 132-1,서울특별시 강남구 영동대로,127.056440999381,37.5221789486327,"2019","5",청담역,271.954197893304,"1"
"331","12514290",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 736-2,서울특별시 서초구 강남대로85길,127.022582353053,37.507360608756,"2019","2",사평역,840.706742270452,"1"
"332","12434847",스타벅스신사가로수점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 533-11,서울특별시 강남구 압구정로12길,127.022506036871,37.5218849410754,"2019","0",신사역,414.175292484141,"1"
"333","12129375",스타벅스송파구청점,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 22-5,서울특별시 송파구 오금로,127.107405691887,37.5146007564183,"2019","1",몽촌토성역,398.604340857644,"1"
"334","12657109",스타벅스이수역사거리점,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 3001-2,서울특별시 서초구 서초대로,126.983047389605,37.4859872810427,"2019","5",이수역,189.164121691395,"1"
"335","12521573",스타벅스커피강남대로신사,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019520989445,37.5148500163394,"2019","4",신사역,534.768306465483,"1"
"336","12637945",스타벅스공릉역점,"11350",노원구,"1135010300",공릉동,서울특별시 노원구 공릉동 379-27,서울특별시 노원구 동일로,127.072254551413,37.6263661213083,"2019","9",공릉역,80.0787937009007,"1"
"337","12611340",스타벅스송파위례점,"11710",송파구,"1171010900",장지동,서울특별시 송파구 장지동 884,서울특별시 송파구 위례광장로,127.143743892245,37.478547924507,"2019","3",거여역,1749.68527382596,"1"
"338","12510878",스타벅스,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 44-12,서울특별시 강남구 학동로,127.045958023572,37.5183012998145,"2019","1",강남구청역,113.838609967479,"1"
"339","12584840",스타벅스문정하비오점,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 618,서울특별시 송파구 송파대로,127.124872301331,37.4796170833121,"2019","4",장지역,273.23995953745,"1"
"340","12520814",스타벅스잠실대교남단점,"11710",송파구,"1171010200",신천동,서울특별시 송파구 신천동 7-30,서울특별시 송파구 올림픽로35길,127.098885013703,37.5157795174384,"2019","4",잠실역,339.434273276991,"1"
"341","12521939",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 19-4,서울특별시 서초구 신반포로,127.00681633008,37.5064271601893,"2019","2",고속터미널역,244.10406679355,"1"
"342","12563750",스타벅스,"11710",송파구,"1171010200",신천동,서울특별시 송파구 신천동 7-30,서울특별시 송파구 송파대로,127.098885013703,37.5157795174384,"2019","4",잠실역,339.434273276991,"1"
"343","12573377",스타벅스문정역점,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 651,서울특별시 송파구 송파대로,127.120744114354,37.4845512962666,"2019","0",문정역,363.738353502019,"1"
"344","12576496",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019520989445,37.5148500163394,"2019","4",신사역,534.768306465483,"1"
"345","12553778",스타벅스,"11290",성북구,"1129013600",하월곡동,서울특별시 성북구 하월곡동 89-7,서울특별시 성북구 동소문로,127.029301985316,37.6076123821039,"2019","5",길음역,628.597280290415,"1"
"346","12665937",스타벅스강남점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 825,서울특별시 강남구 강남대로,127.028564755794,37.4978317500288,"2019","4",강남역,636.402493986654,"1"
"347","12666554",스타벅스강남오거리점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 813-17,서울특별시 강남구 봉은사로2길,127.026643378379,37.5020959446628,"2019","12",신논현역,695.715560229461,"1"
"348","14057308",스타벅스노원마들역점,"11350",노원구,"1135010500",상계동,서울특별시 노원구 상계동 694,서울특별시 노원구 노원로,127.057078652885,37.6609627165363,"2019","2",마들역,739.003650311364,"1"
"349","16109325",스타벅스,"11710",송파구,"1171011200",오금동,서울특별시 송파구 오금동 20-17,서울특별시 송파구 마천로7길,127.128171659166,37.5089890769025,"2019","2",방이역,262.681358321003,"1"
"350","16196627",스타벅스,"11650",서초구,"1165010200",양재동,서울특별시 서초구 양재동 307-2,서울특별시 서초구 언남10길,127.044106392345,37.4736569936191,"2019","1",양재시민의숲역,654.250201216492,"1"
"351","16009661",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1329-7,서울특별시 서초구 강남대로,127.029220063815,37.4935120699427,"2019","9",강남역,184.116562911383,"1"
"352","16209256",스타벅스,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 621-1,서울특별시 강남구 언주로,127.033091753681,37.527387399188,"2019","1",압구정역,599.849122507545,"1"
"353","16242201",스타벅스,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 55-6,서울특별시 송파구 송파대로,127.123075719073,37.4862896561624,"2019","2",문정역,213.979984983194,"1"
"354","16252691",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1303-22,서울특별시 서초구 강남대로,127.024088422942,37.5037508251603,"2019","4",신논현역,773.026015742062,"1"
"355","16206207",스타벅스,"11710",송파구,"1171010800",문정동,서울특별시 송파구 문정동 642,서울특별시 송파구 송파대로,127.120580668252,37.4878840133883,"2019","2",문정역,84.4235241505164,"1"
"356","16219813",스타벅스,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 956,서울특별시 강남구 남부순환로,127.036608959864,37.4852467893652,"2019","7",양재역,289.380656749581,"1"
"357","16059494",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1365-23,서울특별시 서초구 남부순환로,127.030049982544,37.4844272247247,"2019","4",양재역,297.94901454448,"1"
"358","16095836",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 114-9,서울특별시 강남구 봉은사로,127.048500978939,37.5113566651683,"2019","1",중앙역,31.8934137646964,"1"
"359","16129812",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 907-1,서울특별시 서초구 방배로,126.996073072997,37.4843326178498,"2019","4",방배역,348.182250854984,"1"
"360","16113431",스타벅스,"11710",송파구,"1171010700",가락동,서울특별시 송파구 가락동 174-14,서울특별시 송파구 오금로,127.13626162278,37.4969832953838,"2019","3",개롱역,279.453531784219,"1"
"361","16279533",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 944-31,서울특별시 강남구 테헤란로,127.060560942124,37.5075786596138,"2019","1",봉은사역,833.51029742198,"1"
"362","16308823",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 599,서울특별시 강남구 남부순환로,127.062646457685,37.494565941597,"2019","5",대치역,54.2365815048944,"1"
"363","20847208",STARBUCKSCOFFEE,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.00239321346,37.5039300142165,"2019","3",고속터미널역,243.538210415856,"1"
"364","25964875",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 936-15,서울특별시 강남구 선릉로64길,127.053715109294,37.497945786956,"2020","2",한티역,234.107686035031,"1"
"365","20015708",스타벅스남부터미널2점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1457-1,서울특별시 서초구 효령로,127.014197798445,37.4843861241449,"2020","4",남부터미널역,271.455968677929,"1"
"366","22934175",스타벅스,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 529-10,서울특별시 강남구 논현로175길,127.021629292234,37.5231842055575,"2020","2",신사역,468.307000524995,"1"
"367","28520216",스타벅스미아사거리역점,"11305",강북구,"1130510100",미아동,서울특별시 강북구 미아동 35-30,서울특별시 강북구 도봉로,127.030685494292,37.6118406150505,"2020","6",미아사거리역,355.394621852845,"1"
"368","16095836",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 114-9,서울특별시 강남구 봉은사로,127.048500978939,37.5113566651683,"2020","1",중앙역,31.8934137646964,"1"
"369","16129812",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 907-1,서울특별시 서초구 방배로,126.996073072997,37.4843326178498,"2020","4",방배역,348.182250854984,"1"
"370","20385969",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 70-1,서울특별시 서초구 잠원로,127.006957982903,37.5102488124166,"2020","4",반포역,482.277663425877,"1"
"371","23224039",스타벅스,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 52-1,서울특별시 강남구 도산대로,127.051571721037,37.5243385164378,"2020","1",청담역,680.195523057992,"1"
"372","23517515",스타벅스,"11650",서초구,"1165010700",반포동,서울특별시 서초구 반포동 118-3,서울특별시 서초구 사평대로,127.007826111215,37.5044803619627,"2020","0",고속터미널역,262.347100459302,"1"
"373","5133712",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.057100286394,37.5129393969289,"2020","2",봉은사역,580.994968618438,"1"
"374","20430267",스타벅스논현힐탑,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255003449,37.5115850987019,"2020","2",학동역,304.130925346504,"1"
"375","20482725",스타벅스,"11680",강남구,"1168010300",개포동,서울특별시 강남구 개포동 1229-1,서울특별시 강남구 논현로,127.045116281379,37.4778100339866,"2020","5",매봉역,1029.50217282141,"1"
"376","25928281",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 52-17,서울특별시 강남구 삼성로,127.051146995902,37.5176763205093,"2020","2",강남구청역,350.397523323012,"1"
"377","23197283",스타벅스교대역점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1693-3,서울특별시 서초구 서초중앙로,127.01395530164,37.4942326373696,"2020","5",교대역,311.616541549126,"1"
"378","20691462",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 908-10,서울특별시 서초구 방배로,126.997630905934,37.4819850802876,"2020","10",방배역,93.6728899928899,"1"
"379","16219813",스타벅스,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 956,서울특별시 강남구 남부순환로,127.036608959864,37.4852467893652,"2020","7",양재역,289.380656749581,"1"
"380","25730277",스타벅스고대프라자점,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 1-2,서울특별시 성북구 인촌로,127.030957744251,37.5864875767796,"2020","4",안암역,143.688888106488,"1"
"381","25467314",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 1-3,서울특별시 강남구 도산대로,127.020634740018,37.5161838031466,"2020","4",신사역,416.556848334114,"1"
"382","20391638",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 241-7,서울특별시 강남구 선릉로,127.041239849867,37.5166051560388,"2020","4",강남구청역,559.672791028802,"1"
"383","23321462",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 830-69,서울특별시 강남구 역삼로,127.033000493348,37.494128761553,"2020","2",강남역,281.470354281552,"1"
"384","20250808",스타벅스,"11290",성북구,"1129012500",안암동5가,서울특별시 성북구 안암동5가 92,서울특별시 성북구 인촌로,127.030747660126,37.5860984036961,"2020","5",안암역,118.589296333665,"1"
"385","20006883",스타벅스강남삼성타운점,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1327-5,서울특별시 서초구 서초대로78길,127.027735014225,37.4955362431632,"2020","7",강남역,440.282378230672,"1"
"386","25585003",스타벅스,"11680",강남구,"1168010800",논현동,서울특별시 강남구 논현동 5-1,서울특별시 강남구 도산대로,127.023368467937,37.5173417649322,"2020","0",신사역,479.266333007756,"1"
"387","20017739",스타벅스,"11680",강남구,"1168011800",도곡동,서울특별시 강남구 도곡동 467-17,서울특별시 강남구 언주로30길,127.054163435442,37.4892992237675,"2020","2",도곡역,171.161761336418,"1"
"388","20025735",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 747-21,서울특별시 강남구 논현로,127.038880731616,37.4959157868406,"2020","3",동오역,478.426970288728,"1"
"389","12434847",스타벅스신사가로수점,"11680",강남구,"1168010700",신사동,서울특별시 강남구 신사동 533-11,서울특별시 강남구 압구정로12길,127.022506036871,37.5218849410754,"2020","0",신사역,414.175292484141,"1"
"390","20026165",스타벅스,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 159-6,서울특별시 강남구 테헤란로87길,127.059426824816,37.5096240415368,"2020","0",봉은사역,664.395250079168,"1"
"391","22555126",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 996-9,서울특별시 강남구 테헤란로104길,127.065230995138,37.5085888497427,"2020","2",봉은사역,708.539208798333,"1"
"392","20005051",스타벅스,"11650",서초구,"1165010600",잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 나루터로4길,127.013448018261,37.5095823555688,"2020","0",반포역,201.655264352141,"1"
"393","20424762",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 826-26,서울특별시 강남구 테헤란로2길,127.029679239432,37.4964803158248,"2020","3",강남역,466.384715618763,"1"
"394","20025300",스타벅스역삼역점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 646-15,서울특별시 강남구 테헤란로,127.035177610748,37.5007062485243,"2020","1",동오역,158.169998893235,"1"
"395","23316524",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1317-23,서울특별시 서초구 서초대로,127.025903621913,37.4980981742341,"2020","5",강남역,766.044548728402,"1"
"396","23213262",스타벅스,"11710",송파구,"1171010400",송파동,서울특별시 송파구 송파동 7-4,서울특별시 송파구 석촌호수로,127.105216364301,37.5094301379565,"2020","0",잠실역,585.354400595788,"1"
"397","12338982",스타벅스,"11680",강남구,"1168010400",청담동,서울특별시 강남구 청담동 89-4,서울특별시 강남구 도산대로57길,127.041819329691,37.5252509543256,"2020","0",압구정로데오역,467.839663031264,"1"
"398","20028687",스타벅스대치점,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 988-17,서울특별시 강남구 도곡로,127.062221296007,37.4996265116081,"2020","1",대치역,573.785600250734,"1"
"399","20389762",스타벅스광운대점,"11350",노원구,"1135010200",월계동,서울특별시 노원구 월계동 410-1,서울특별시 노원구 석계로,127.060705412335,37.6231751762071,"2020","6",광운대역,140.734713280564,"1"
"400","20295450",스타벅스,"11650",서초구,"1165010800",서초동,서울특별시 서초구 서초동 1699-3,서울특별시 서초구 서초중앙로,127.013361956833,37.4963541721937,"2020","2",교대역,390.724246406058,"1"
"401","20607525",스타벅스,"11680",강남구,"1168010600",대치동,서울특별시 강남구 대치동 507,서울특별시 강남구 남부순환로,127.06190405786,37.4933436201599,"2020","4",대치역,177.360907456866,"1"
"402","25747966",스타벅스,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 837-36,서울특별시 강남구 강남대로,127.031801329315,37.4906588834388,"2020","3",강남역,211.745584900397,"1"
"403","20093795",스타벅스,"11710",송파구,"1171010100",잠실동,서울특별시 송파구 잠실동 175,서울특별시 송파구 백제고분로,127.079029120505,37.510526383519,"2020","3",종합운동장역,422.688576643687,"1"
"404","12421780",스타벅스,"11650",서초구,"1165010100",방배동,서울특별시 서초구 방배동 777-11,서울특별시 서초구 방배중앙로,126.986552647513,37.493523177117,"2020","2",구반포역,902.341026338345,"1"
"405","23513141",스타벅스올림픽공원남문점,"11710",송파구,"1171011100",방이동,서울특별시 송파구 방이동 181,서울특별시 송파구 위례성대로,127.122996982138,37.5133299197545,"2020","1",방이역,627.355222065377,"1"
"406","25744200",스타벅스코엑스사거리점,"11680",강남구,"1168010500",삼성동,서울특별시 강남구 삼성동 91-31,서울특별시 강남구 영동대로,127.060193379989,37.5152437173541,"2020","2",봉은사역,275.56008250304,"1"
"407","25729943",스타벅스,"11680",강남구,"1168011400",일원동,서울특별시 강남구 일원동 50,서울특별시 강남구 일원로,127.089578831632,37.4903343408695,"2020","0",일원역,835.819747329681,"1"
"408","11798770",스타벅스역삼럭키점,"11680",강남구,"1168010100",역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.039391664754,37.4922256105997,"2020","2",동오역,856.782316357597,"1"
