field_1,code,cafe_nm,gu_code,gu,dong_cd,dong,gibun,road,lng,lat,year,NUMPOINTS,HubName,HubDist,cafe_cd,star,coffee,paul,mega,paik,com,high,low,total
325,11970460,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 609,서울특별시 강남구 압구정로30길,127.0295417,37.52632207,2019,2,압구정역,326.8034958,1,22,22,7,2,6,1,51,9,60
326,12042236,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 941-19,서울특별시 강남구 도곡로,127.0601595,37.49899741,2019,2,대치역,567.1478876,1,39,48,3,6,6,2,90,14,104
327,12478338,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.1205658,37.50650884,2019,2,방이역,464.1394328,1,16,11,0,0,2,0,27,2,29
328,12421780,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 777-11,서울특별시 서초구 방배중앙로,126.9865526,37.49352318,2019,2,구반포역,902.3410263,1,31,10,1,2,2,0,42,4,46
329,12338982,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 89-4,서울특별시 강남구 도산대로57길,127.0418193,37.52525095,2019,0,압구정로데오역,467.839663,1,21,15,9,0,2,0,45,2,47
330,12431198,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 132-1,서울특별시 강남구 영동대로,127.056441,37.52217895,2019,5,청담역,271.9541979,1,21,15,9,0,2,0,45,2,47
331,12514290,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 736-2,서울특별시 서초구 강남대로85길,127.0225824,37.50736061,2019,2,사평역,840.7067423,1,21,10,5,0,8,0,38,8,46
332,12434847,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 533-11,서울특별시 강남구 압구정로12길,127.022506,37.52188494,2019,0,신사역,414.1752925,1,22,22,7,2,6,1,51,9,60
333,12129375,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 22-5,서울특별시 송파구 오금로,127.1074057,37.51460076,2019,1,몽촌토성역,398.6043409,1,16,11,0,0,2,0,27,2,29
334,12657109,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 3001-2,서울특별시 서초구 서초대로,126.9830474,37.48598728,2019,5,이수역,189.1641217,1,31,10,1,2,2,0,42,4,46
335,12521573,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019521,37.51485002,2019,4,신사역,534.7683065,1,23,4,3,2,0,0,30,2,32
336,12637945,스타벅스,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 379-27,서울특별시 노원구 동일로,127.0722546,37.62636612,2019,9,공릉역,80.0787937,1,6,0,0,2,2,0,6,4,10
337,12611340,스타벅스,11710,송파구,1171010900,장지동,서울특별시 송파구 장지동 884,서울특별시 송파구 위례광장로,127.1437439,37.47854792,2019,3,거여역,1749.685274,1,3,3,0,2,2,0,6,4,10
338,12510878,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 44-12,서울특별시 강남구 학동로,127.045958,37.5183013,2019,1,강남구청역,113.83861,1,21,15,9,0,2,0,45,2,47
339,12584840,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 618,서울특별시 송파구 송파대로,127.1248723,37.47961708,2019,4,장지역,273.2399595,1,15,13,0,7,2,4,28,13,41
340,12520814,스타벅스,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7-30,서울특별시 송파구 올림픽로35길,127.098885,37.51577952,2019,4,잠실역,339.4342733,1,13,4,0,0,6,4,17,11,28
341,12521939,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-4,서울특별시 서초구 신반포로,127.0068163,37.50642716,2019,2,고속터미널역,244.1040668,1,21,10,5,0,8,0,38,8,46
342,12563750,스타벅스,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7-30,서울특별시 송파구 송파대로,127.098885,37.51577952,2019,4,잠실역,339.4342733,1,13,4,0,0,6,4,17,11,28
343,12573377,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 651,서울특별시 송파구 송파대로,127.1207441,37.4845513,2019,0,문정역,363.7383535,1,15,13,0,7,2,4,28,13,41
344,12576496,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019521,37.51485002,2019,4,신사역,534.7683065,1,23,4,3,2,0,0,30,2,32
345,12553778,스타벅스,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 89-7,서울특별시 성북구 동소문로,127.029302,37.60761238,2019,5,길음역,628.5972803,1,6,0,0,4,2,0,6,6,12
346,12665937,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 825,서울특별시 강남구 강남대로,127.0285648,37.49783175,2019,4,강남역,636.402494,1,71,59,3,3,9,0,134,12,146
347,12666554,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 813-17,서울특별시 강남구 봉은사로2길,127.0266434,37.50209594,2019,12,신논현역,695.7155602,1,71,59,3,3,9,0,134,12,146
348,14057308,스타벅스,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 694,서울특별시 노원구 노원로,127.0570787,37.66096272,2019,2,마들역,739.0036503,1,13,4,0,13,4,2,17,19,36
349,16109325,스타벅스,11710,송파구,1171011200,오금동,서울특별시 송파구 오금동 20-17,서울특별시 송파구 마천로7길,127.1281717,37.50898908,2019,2,방이역,262.6813583,1,6,0,0,0,0,0,6,0,6
350,16196627,스타벅스,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 307-2,서울특별시 서초구 언남10길,127.0441064,37.47365699,2019,1,양재시민의숲역,654.2502012,1,8,3,0,0,0,0,11,0,11
351,16009661,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1329-7,서울특별시 서초구 강남대로,127.0292201,37.49351207,2019,9,강남역,184.1165629,1,52,62,14,5,6,1,128,14,142
352,16209256,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 621-1,서울특별시 강남구 언주로,127.0330918,37.5273874,2019,1,압구정역,599.8491225,1,22,22,7,2,6,1,51,9,60
353,16242201,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 55-6,서울특별시 송파구 송파대로,127.1230757,37.48628966,2019,2,문정역,213.979985,1,15,13,0,7,2,4,28,13,41
354,16252691,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1303-22,서울특별시 서초구 강남대로,127.0240884,37.50375083,2019,4,신논현역,773.0260157,1,52,62,14,5,6,1,128,14,142
355,16206207,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 642,서울특별시 송파구 송파대로,127.1205807,37.48788401,2019,2,문정역,84.42352415,1,15,13,0,7,2,4,28,13,41
356,16219813,스타벅스,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 956,서울특별시 강남구 남부순환로,127.036609,37.48524679,2019,7,양재역,289.3806567,1,9,11,0,0,0,2,21,2,23
357,16059494,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1365-23,서울특별시 서초구 남부순환로,127.03005,37.48442722,2019,4,양재역,297.9490145,1,52,62,14,5,6,1,128,14,142
358,16095836,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 114-9,서울특별시 강남구 봉은사로,127.048501,37.51135667,2019,1,중앙역,31.89341376,1,41,19,12,0,3,1,72,4,76
359,16129812,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 907-1,서울특별시 서초구 방배로,126.9960731,37.48433262,2019,4,방배역,348.1822509,1,31,10,1,2,2,0,42,4,46
360,16113431,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 174-14,서울특별시 송파구 오금로,127.1362616,37.4969833,2019,3,개롱역,279.4535318,1,13,1,0,4,4,2,14,10,24
361,16279533,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 944-31,서울특별시 강남구 테헤란로,127.0605609,37.50757866,2019,1,봉은사역,833.5102974,1,39,48,3,6,6,2,90,14,104
362,16308823,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 599,서울특별시 강남구 남부순환로,127.0626465,37.49456594,2019,5,대치역,54.2365815,1,39,48,3,6,6,2,90,14,104
363,20847208,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.0023932,37.50393001,2019,3,고속터미널역,243.5382104,1,21,10,5,0,8,0,38,8,46
364,25964875,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 936-15,서울특별시 강남구 선릉로64길,127.0537151,37.49794579,2020,2,한티역,234.107686,1,39,48,3,6,6,2,90,14,104
365,20015708,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1457-1,서울특별시 서초구 효령로,127.0141978,37.48438612,2020,4,남부터미널역,271.4559687,1,52,62,14,5,6,1,128,14,142
366,22934175,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 529-10,서울특별시 강남구 논현로175길,127.0216293,37.52318421,2020,2,신사역,468.3070005,1,22,22,7,2,6,1,51,9,60
367,28520216,스타벅스,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 35-30,서울특별시 강북구 도봉로,127.0306855,37.61184062,2020,6,미아사거리역,355.3946219,1,9,0,0,7,0,0,9,7,16
368,16095836,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 114-9,서울특별시 강남구 봉은사로,127.048501,37.51135667,2020,1,중앙역,31.89341376,1,41,19,12,0,3,1,72,4,76
369,16129812,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 907-1,서울특별시 서초구 방배로,126.9960731,37.48433262,2020,4,방배역,348.1822509,1,31,10,1,2,2,0,42,4,46
370,20385969,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 70-1,서울특별시 서초구 잠원로,127.006958,37.51024881,2020,4,반포역,482.2776634,1,23,4,3,2,0,0,30,2,32
371,23224039,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 52-1,서울특별시 강남구 도산대로,127.0515717,37.52433852,2020,1,청담역,680.1955231,1,21,15,9,0,2,0,45,2,47
372,23517515,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 118-3,서울특별시 서초구 사평대로,127.0078261,37.50448036,2020,0,고속터미널역,262.3471005,1,21,10,5,0,8,0,38,8,46
373,5133712,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.0571003,37.5129394,2020,2,봉은사역,580.9949686,1,41,19,12,0,3,1,72,4,76
374,20430267,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,2020,2,학동역,304.1309253,1,32,25,8,1,2,1,65,4,69
375,20482725,스타벅스,11680,강남구,1168010300,개포동,서울특별시 강남구 개포동 1229-1,서울특별시 강남구 논현로,127.0451163,37.47781003,2020,5,매봉역,1029.502173,1,3,0,0,4,0,0,3,4,7
376,25928281,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 52-17,서울특별시 강남구 삼성로,127.051147,37.51767632,2020,2,강남구청역,350.3975233,1,41,19,12,0,3,1,72,4,76
377,23197283,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1693-3,서울특별시 서초구 서초중앙로,127.0139553,37.49423264,2020,5,교대역,311.6165415,1,52,62,14,5,6,1,128,14,142
378,20691462,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 908-10,서울특별시 서초구 방배로,126.9976309,37.48198508,2020,10,방배역,93.67288999,1,31,10,1,2,2,0,42,4,46
379,16219813,스타벅스,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 956,서울특별시 강남구 남부순환로,127.036609,37.48524679,2020,7,양재역,289.3806567,1,9,11,0,0,0,2,21,2,23
380,25730277,스타벅스,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 1-2,서울특별시 성북구 인촌로,127.0309577,37.58648758,2020,4,안암역,143.6888881,1,15,8,0,3,2,0,23,5,28
381,25467314,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 1-3,서울특별시 강남구 도산대로,127.0206347,37.5161838,2020,4,신사역,416.5568483,1,32,25,8,1,2,1,65,4,69
382,20391638,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 241-7,서울특별시 강남구 선릉로,127.0412398,37.51660516,2020,4,강남구청역,559.672791,1,32,25,8,1,2,1,65,4,69
383,23321462,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 830-69,서울특별시 강남구 역삼로,127.0330005,37.49412876,2020,2,강남역,281.4703543,1,71,59,3,3,9,0,134,12,146
384,20250808,스타벅스,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 92,서울특별시 성북구 인촌로,127.0307477,37.5860984,2020,5,안암역,118.5892963,1,15,8,0,3,2,0,23,5,28
385,20006883,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1327-5,서울특별시 서초구 서초대로78길,127.027735,37.49553624,2020,7,강남역,440.2823782,1,52,62,14,5,6,1,128,14,142
386,25585003,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 5-1,서울특별시 강남구 도산대로,127.0233685,37.51734176,2020,0,신사역,479.266333,1,32,25,8,1,2,1,65,4,69
387,20017739,스타벅스,11680,강남구,1168011800,도곡동,서울특별시 강남구 도곡동 467-17,서울특별시 강남구 언주로30길,127.0541634,37.48929922,2020,2,도곡역,171.1617613,1,9,11,0,0,0,2,21,2,23
388,20025735,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 747-21,서울특별시 강남구 논현로,127.0388807,37.49591579,2020,3,동오역,478.4269703,1,71,59,3,3,9,0,134,12,146
389,12434847,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 533-11,서울특별시 강남구 압구정로12길,127.022506,37.52188494,2020,0,신사역,414.1752925,1,22,22,7,2,6,1,51,9,60
390,20026165,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159-6,서울특별시 강남구 테헤란로87길,127.0594268,37.50962404,2020,0,봉은사역,664.3952501,1,41,19,12,0,3,1,72,4,76
391,22555126,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 996-9,서울특별시 강남구 테헤란로104길,127.065231,37.50858885,2020,2,봉은사역,708.5392088,1,39,48,3,6,6,2,90,14,104
392,20005051,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 나루터로4길,127.013448,37.50958236,2020,0,반포역,201.6552644,1,23,4,3,2,0,0,30,2,32
393,20424762,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 826-26,서울특별시 강남구 테헤란로2길,127.0296792,37.49648032,2020,3,강남역,466.3847156,1,71,59,3,3,9,0,134,12,146
394,20025300,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 646-15,서울특별시 강남구 테헤란로,127.0351776,37.50070625,2020,1,동오역,158.1699989,1,71,59,3,3,9,0,134,12,146
395,23316524,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1317-23,서울특별시 서초구 서초대로,127.0259036,37.49809817,2020,5,강남역,766.0445487,1,52,62,14,5,6,1,128,14,142
396,23213262,스타벅스,11710,송파구,1171010400,송파동,서울특별시 송파구 송파동 7-4,서울특별시 송파구 석촌호수로,127.1052164,37.50943014,2020,0,잠실역,585.3544006,1,7,0,0,0,0,0,7,0,7
397,12338982,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 89-4,서울특별시 강남구 도산대로57길,127.0418193,37.52525095,2020,0,압구정로데오역,467.839663,1,21,15,9,0,2,0,45,2,47
398,20028687,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 988-17,서울특별시 강남구 도곡로,127.0622213,37.49962651,2020,1,대치역,573.7856003,1,39,48,3,6,6,2,90,14,104
399,20389762,스타벅스,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 410-1,서울특별시 노원구 석계로,127.0607054,37.62317518,2020,6,광운대역,140.7347133,1,7,0,0,4,2,0,7,6,13
400,20295450,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1699-3,서울특별시 서초구 서초중앙로,127.013362,37.49635417,2020,2,교대역,390.7242464,1,52,62,14,5,6,1,128,14,142
401,20607525,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 507,서울특별시 강남구 남부순환로,127.0619041,37.49334362,2020,4,대치역,177.3609075,1,39,48,3,6,6,2,90,14,104
402,25747966,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 837-36,서울특별시 강남구 강남대로,127.0318013,37.49065888,2020,3,강남역,211.7455849,1,71,59,3,3,9,0,134,12,146
403,20093795,스타벅스,11710,송파구,1171010100,잠실동,서울특별시 송파구 잠실동 175,서울특별시 송파구 백제고분로,127.0790291,37.51052638,2020,3,종합운동장역,422.6885766,1,9,9,3,1,4,0,21,5,26
404,12421780,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 777-11,서울특별시 서초구 방배중앙로,126.9865526,37.49352318,2020,2,구반포역,902.3410263,1,31,10,1,2,2,0,42,4,46
405,23513141,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 181,서울특별시 송파구 위례성대로,127.122997,37.51332992,2020,1,방이역,627.3552221,1,16,11,0,0,2,0,27,2,29
406,25744200,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 91-31,서울특별시 강남구 영동대로,127.0601934,37.51524372,2020,2,봉은사역,275.5600825,1,41,19,12,0,3,1,72,4,76
407,25729943,스타벅스,11680,강남구,1168011400,일원동,서울특별시 강남구 일원동 50,서울특별시 강남구 일원로,127.0895788,37.49033434,2020,0,일원역,835.8197473,1,3,0,3,0,0,0,6,0,6
408,11798770,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.0393917,37.49222561,2020,2,동오역,856.7823164,1,71,59,3,3,9,0,134,12,146
409,23454449,스타벅스,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 14-4,서울특별시 서초구 강남대로,127.0368501,37.48232032,2020,4,양재역,410.5624915,1,8,3,0,0,0,0,11,0,11
410,20378251,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 639-7,서울특별시 강남구 언주로174길,127.03642,37.52810841,2020,2,압구정로데오역,453.3382038,1,22,22,7,2,6,1,51,9,60
411,16602466,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 1022-5,서울특별시 서초구 방배로,126.9994187,37.47934212,2020,4,방배역,302.2175068,1,31,10,1,2,2,0,42,4,46
412,25742491,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 755,서울특별시 강남구 역삼로,127.0484061,37.49922769,2020,2,한티역,281.5971893,1,71,59,3,3,9,0,134,12,146
413,20545007,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 79,서울특별시 송파구 중대로,127.1215333,37.49440578,2020,4,가락시장역,336.5378535,1,13,1,0,4,4,2,14,10,24
414,16607287,스타벅스,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 597-34,서울특별시 노원구 동일로,127.0742049,37.62074093,2020,1,태릉입구역,195.7547419,1,6,0,0,2,2,0,6,4,10
415,16607096,스타벅스,11350,노원구,1135010200,월계동,서울특별시 노원구 월계동 633-31,서울특별시 노원구 초안산로2라길,127.0566071,37.63014355,2020,2,월계역,220.1411472,1,7,0,0,4,2,0,7,6,13
416,16728063,스타벅스,11290,성북구,1129013400,길음동,서울특별시 성북구 길음동 25-2,서울특별시 성북구 도봉로,127.029849,37.6108426,2020,4,미아사거리역,461.8125188,1,4,0,0,2,2,0,4,4,8
417,16598031,스타벅스,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 372-16,서울특별시 노원구 노원로,127.0664264,37.65665805,2020,8,노원역,604.6292115,1,13,4,0,13,4,2,17,19,36
418,25683194,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 70-2,서울특별시 서초구 잠원로,127.0074239,37.50923454,2020,3,반포역,403.4144019,1,23,4,3,2,0,0,30,2,32
419,16726801,스타벅스,11290,성북구,1129010300,돈암동,서울특별시 성북구 돈암동 625-2,서울특별시 성북구 정릉로,127.0252978,37.60201096,2020,4,길음역,138.9434153,1,1,0,0,0,0,0,1,0,1
420,16726897,스타벅스,11320,도봉구,1132010700,창동,서울특별시 도봉구 창동 135-26,서울특별시 도봉구 노해로65길,127.0466801,37.65162553,2020,3,창동역,1011.66929,1,4,0,0,2,0,0,4,2,6
421,16727116,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 648-22,서울특별시 강남구 테헤란로,127.0316633,37.49959623,2020,0,동오역,345.0469914,1,71,59,3,3,9,0,134,12,146
422,20009577,스타벅스,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 4-3,서울특별시 서초구 논현로,127.0425756,37.48198841,2020,6,매봉역,664.8815766,1,8,3,0,0,0,0,11,0,11
423,25797473,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 679-4,서울특별시 강남구 테헤란로,127.0377338,37.50157409,2020,4,역삼역,265.2019215,1,71,59,3,3,9,0,134,12,146
424,25902757,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.0405131,37.52653786,2020,0,압구정로데오역,329.2732012,1,21,15,9,0,2,0,45,2,47
425,23208222,스타벅스,11320,도봉구,1132010700,창동,서울특별시 도봉구 창동 659-5,서울특별시 도봉구 도봉로,127.0348687,37.64834884,2020,5,쌍문역,81.13501854,1,4,0,0,2,0,0,4,2,6
426,16730041,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 721-13,서울특별시 강남구 언주로,127.043044,37.50111264,2020,1,역삼역,218.1540148,1,71,59,3,3,9,0,134,12,146
427,20389010,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 701-7,서울특별시 강남구 테헤란로,127.0437621,37.50333505,2020,2,역삼역,391.9644982,1,71,59,3,3,9,0,134,12,146
428,23196601,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1327-29,서울특별시 서초구 서초대로74길,127.0274035,37.49493882,2020,3,강남역,409.6787578,1,52,62,14,5,6,1,128,14,142
429,20699038,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 635-13,서울특별시 강남구 압구정로42길,127.0347168,37.52683303,2020,0,압구정로데오역,647.4369493,1,22,22,7,2,6,1,51,9,60
430,22800473,스타벅스,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 723,서울특별시 노원구 노해로,127.0638259,37.65436683,2020,3,노원역,280.9414336,1,13,4,0,13,4,2,17,19,36
431,20880708,스타벅스,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 11-4,서울특별시 송파구 올림픽로35가길,127.1034466,37.51743613,2020,1,잠실나루역,204.8843017,1,13,4,0,0,6,4,17,11,28
432,25274618,스타벅스,11710,송파구,1171010400,송파동,서울특별시 송파구 송파동 96-7,서울특별시 송파구 송파대로,127.1103348,37.50226933,2020,2,석촌역,127.5639521,1,7,0,0,0,0,0,7,0,7
433,25808541,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1303-16,서울특별시 서초구 서초대로77길,127.0238869,37.50272196,2020,4,신논현역,842.5266149,1,52,62,14,5,6,1,128,14,142
434,20088322,스타벅스,11290,성북구,1129010200,성북동1가,서울특별시 성북구 성북동1가 35-1,서울특별시 성북구 성북로,127.0049043,37.58904601,2020,5,한성대입구역,252.4552003,1,3,0,0,0,0,0,3,0,3
435,11765466,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 157-36,서울특별시 강남구 테헤란로,127.0574281,37.50756271,2020,3,봉은사역,951.9506062,1,41,19,12,0,3,1,72,4,76
436,16308823,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 599,서울특별시 강남구 남부순환로,127.0626465,37.49456594,2020,5,대치역,54.2365815,1,39,48,3,6,6,2,90,14,104
437,20007418,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1307-19,서울특별시 서초구 서초대로77길,127.0254816,37.50011306,2020,9,신논현역,929.573159,1,52,62,14,5,6,1,128,14,142
438,25643095,스타벅스,11710,송파구,1171010500,석촌동,서울특별시 송파구 석촌동 286-9,서울특별시 송파구 백제고분로,127.1060134,37.50424607,2020,2,석촌역,410.1451579,1,4,0,0,0,0,0,4,0,4
439,11707694,스타벅스,11290,성북구,1129013500,종암동,서울특별시 성북구 종암동 3-686,서울특별시 성북구 종암로,127.0339835,37.60118133,2020,3,월곡역,660.7646387,1,6,0,0,0,2,0,6,2,8
440,12573377,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 651,서울특별시 송파구 송파대로,127.1207441,37.4845513,2020,0,문정역,363.7383535,1,15,13,0,7,2,4,28,13,41
441,12553778,스타벅스,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 89-7,서울특별시 성북구 동소문로,127.029302,37.60761238,2020,5,길음역,628.5972803,1,6,0,0,4,2,0,6,6,12
442,12576496,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019521,37.51485002,2020,4,신사역,534.7683065,1,23,4,3,2,0,0,30,2,32
443,25637642,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 125-6,서울특별시 송파구 동남로,127.126233,37.49189964,2020,2,문정역,619.3352199,1,13,1,0,4,4,2,14,10,24
444,11516500,스타벅스,11290,성북구,1129012500,안암동5가,서울특별시 성북구 안암동5가 126-1,서울특별시 성북구 인촌로,127.0263415,37.58709834,2020,4,안암역,292.3348082,1,15,8,0,3,2,0,23,5,28
445,12563750,스타벅스,11710,송파구,1171010200,신천동,서울특별시 송파구 신천동 7-30,서울특별시 송파구 송파대로,127.098885,37.51577952,2020,4,잠실역,339.4342733,1,13,4,0,0,6,4,17,11,28
446,12042236,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 941-19,서울특별시 강남구 도곡로,127.0601595,37.49899741,2020,2,대치역,567.1478876,1,39,48,3,6,6,2,90,14,104
447,12076165,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.1205089,37.50654446,2020,2,방이역,467.429013,1,16,11,0,0,2,0,27,2,29
448,25694521,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로,127.0023932,37.50393001,2020,3,고속터미널역,243.5382104,1,21,10,5,0,8,0,38,8,46
449,16764830,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 993-1,서울특별시 강남구 영동대로,127.0670514,37.50045769,2020,3,학여울역,590.8162286,1,39,48,3,6,6,2,90,14,104
450,11869893,스타벅스,11650,서초구,1165011100,신원동,서울특별시 서초구 신원동 205-1,서울특별시 서초구 청계산로,127.0562524,37.4472724,2020,1,청계산입구역,197.6100625,1,3,0,0,0,0,0,3,0,3
