,cafe_nm,gu_cd,gu_x,dong_cd,dong,gibun,road_x,lng,lat,year,bus_cnt,HubName,HubDist,cafe_cd,pop,pop_avg,gu_num,gu,apt_name,size,trade_year,month,day,trade,floor,byear,sizetrade,average_sizetrade
104,스타벅스한성대입구역점,11290,성북구,1129010200,성북동1가,서울특별시 성북구 성북동1가 35-1,서울특별시 성북구 성북로,127.0049043,37.58904601,2018,5,한성대입구역,252.4509408,1,1220438,1535164,0,성북구,휴아름 스튜디오,16,201801,1,10,19000,14,2015,1187.5,1222.115385
105,스타벅스송파사거리점,11710,송파구,1171010400,송파동,서울특별시 송파구 송파동 96-7,서울특별시 송파구 송파대로,127.1103348,37.50226933,2018,2,석촌역,127.5640618,1,1690107,1728181,1,송파구,2차한양아파트,126,201801,1,3,112000,4,1984,888.8888889,1042.206309
106,스타벅스,11320,도봉구,1132010700,창동,서울특별시 도봉구 창동 659-5,서울특별시 도봉구 도봉로,127.0348687,37.64834884,2018,5,쌍문역,81.13411121,1,897869,1391478,0,도봉구,LIG건영캐스빌,55,201803,3,10,34500,13,2002,627.2727273,608.136497
107,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 701-7,서울특별시 강남구 테헤란로,127.0437621,37.50333505,2018,2,역삼역,391.9664849,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
108,스타벅스노원케이티점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 723,서울특별시 노원구 노해로,127.0638259,37.65436683,2018,3,노원역,280.9447354,1,1369917,2196320,0,노원구,건영,59,201803,3,29,25000,14,2003,423.7288136,619.5435142
109,스타벅스,11650,서초구,1165010200,양재동,서울특별시 서초구 양재동 4-3,서울특별시 서초구 논현로,127.0425756,37.48198841,2018,6,매봉역,664.881267,1,854228,966158,1,서초구,광정,75,201803,3,10,49000,3,2004,653.3333333,897.161169
110,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 635-13,서울특별시 강남구 압구정로42길,127.0347168,37.52683303,2018,0,압구정로데오역,647.4336657,1,1943382,1819852,1,강남구,Ruden House,84,201803,3,12,79000,1,2007,940.4761905,1089.923219
111,스타벅스,11680,강남구,1168011400,일원동,서울특별시 강남구 일원동 50,서울특별시 강남구 일원로,127.0895788,37.49033434,2018,0,일원역,835.8181512,1,1140300,1175478,1,강남구,가람,75,201801,1,13,128500,1,1993,1713.333333,1634.041831
112,스타벅스코엑스사거리점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 91-31,서울특별시 강남구 영동대로,127.0601934,37.51524372,2018,2,봉은사역,275.5584005,1,2836411,1542360,1,강남구,LG선릉에클라트(A),36,201802,2,10,36000,4,2003,1000,1773.421078
113,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 157,서울특별시 강남구 삼성로,127.056219,37.50836401,2018,3,중앙역,771.6822599,1,2836411,1542360,1,강남구,LG선릉에클라트(A),36,201802,2,10,36000,4,2003,1000,1773.421078
115,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 70-2,서울특별시 서초구 잠원로,127.0074239,37.50923454,2018,3,반포역,403.4108373,1,2131041,2126310,1,서초구,강변,84,201801,1,6,137500,5,1987,1636.904762,1896.8602
116,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 755,서울특별시 강남구 역삼로,127.0484061,37.49922769,2018,2,한티역,281.5968919,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
117,스타벅스강남에비뉴점,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1303-16,서울특별시 서초구 서초대로77길,127.0238869,37.50272196,2018,4,신논현역,842.5284559,1,1760812,1569786,1,서초구,(1617-21),82,201806,6,18,66500,5,2007,810.9756098,1184.745723
118,스타벅스,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 679-4,서울특별시 강남구 테헤란로,127.0377338,37.50157409,2018,4,역삼역,265.1995969,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
119,스타벅스압구정로데오역점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 84-3,서울특별시 강남구 선릉로,127.0405131,37.52653786,2018,0,압구정로데오역,329.2740261,1,1202416,1480536,1,강남구,강변상지리츠빌,171,201801,1,9,230000,4,2001,1345.02924,1690.052161
120,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 651,서울특별시 강남구 남부순환로,127.0573953,37.4921724,2018,3,도곡역,271.5395004,1,1778436,2275593,1,강남구,개포우성1,127,201801,1,1,265000,11,1983,2086.614173,1929.110361
121,스타벅스,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 889-70,서울특별시 강남구 테헤란로64길,127.0511761,37.50376427,2018,3,선릉역,258.8975039,1,1778436,2275593,1,강남구,개포우성1,127,201801,1,1,265000,11,1983,2086.614173,1929.110361
122,스타벅스방배카페입구점,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 755-14,서울특별시 서초구 방배중앙로,126.9856769,37.49723701,2018,2,구반포역,491.7656392,1,1405194,1765567,1,서초구,SK리더스뷰(파스텔시티),84,201802,2,12,94000,15,2006,1119.047619,1130.640017
123,스타벅스,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로,127.0591391,37.51182033,2018,0,봉은사역,489.8535662,1,2836411,1542360,1,강남구,LG선릉에클라트(A),36,201802,2,10,36000,4,2003,1000,1773.421078
124,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 59-8,서울특별시 강남구 논현로,127.0286278,37.5191512,2018,2,압구정역,488.0780698,1,1386987,2002405,1,강남구,e-편한세상,129,201803,3,30,88700,1,2005,687.5968992,1199.528213
125,스타벅스종암점,11290,성북구,1129013500,종암동,서울특별시 성북구 종암동 3-686,서울특별시 성북구 종암로,127.0339835,37.60118133,2018,3,월곡역,660.7604414,1,907342,1037639,0,성북구,고려,66,201803,3,26,14800,5,1983,224.2424242,649.1062637
126,스타벅스,11710,송파구,1171010700,가락동,서울특별시 송파구 가락동 125-6,서울특별시 송파구 동남로,127.126233,37.49189964,2018,2,문정역,619.3329099,1,1260494,1462973,1,송파구,sk파크타워,84,201801,1,14,63000,13,2003,750,975.1223802
127,스타벅스미아사거리역점,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 35-30,서울특별시 강북구 도봉로,127.0306855,37.61184062,2018,6,미아사거리역,355.3941609,1,1093873,1682819,0,강북구,경남아너스빌,84,201801,1,2,41500,2,2008,494.047619,611.8330187
128,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 812-2,서울특별시 서초구 방배로,126.9905093,37.49194417,2018,5,내방역,486.5214322,1,1405194,1765567,1,서초구,SK리더스뷰(파스텔시티),84,201802,2,12,94000,15,2006,1119.047619,1130.640017
129,스타벅스포스코사거리점,11680,강남구,1168010500,삼성동,서울특별시 강남구 삼성동 157-36,서울특별시 강남구 테헤란로,127.0574281,37.50756271,2018,3,봉은사역,951.9492086,1,2836411,1542360,1,강남구,LG선릉에클라트(A),36,201802,2,10,36000,4,2003,1000,1773.421078
130,스타벅스역삼럭키점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 798-30,서울특별시 강남구 도곡로,127.0393917,37.49222561,2018,2,동오역,856.7836136,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
131,스타벅스,11305,강북구,1130510100,미아동,서울특별시 강북구 미아동 812-2,서울특별시 강북구 삼양로,127.0211081,37.61838418,2018,5,삼양사거리역,334.0011211,1,1093873,1682819,0,강북구,경남아너스빌,84,201801,1,2,41500,2,2008,494.047619,611.8330187
133,스타벅스송파방이DT점,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.1205089,37.50654446,2018,2,방이역,467.4251687,1,2698844,1780476,1,송파구,AQUADCASAS,59,201810,10,6,44000,3,2004,745.7627119,1060.671256
134,스타벅스,11680,강남구,1168010800,논현동,서울특별시 강남구 논현동 216-5,서울특별시 강남구 논현로,127.032255,37.5115851,2018,2,학동역,304.1307396,1,1386987,2002405,1,강남구,e-편한세상,129,201803,3,30,88700,1,2005,687.5968992,1199.528213
135,스타벅스대치은마사거리점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 941-19,서울특별시 강남구 도곡로,127.0601595,37.49899741,2018,2,대치역,567.1495898,1,1778436,2275593,1,강남구,개포우성1,127,201801,1,1,265000,11,1983,2086.614173,1929.110361
137,스타벅스압구정점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 609,서울특별시 강남구 압구정로30길,127.0295417,37.52632207,2018,2,압구정역,326.8022247,1,1943382,1819852,1,강남구,Ruden House,84,201803,3,12,79000,1,2007,940.4761905,1089.923219
138,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 신반포로,127.0119225,37.50861449,2018,2,반포역,35.85507252,1,2131041,2126310,1,서초구,강변,84,201801,1,6,137500,5,1987,1636.904762,1896.8602
139,스타벅스대치사거리점,11680,강남구,1168010600,대치동,서울특별시 강남구 대치동 960-5,서울특별시 강남구 삼성로,127.0588155,37.50335683,2018,2,한티역,787.7522044,1,1778436,2275593,1,강남구,개포우성1,127,201801,1,1,265000,11,1983,2086.614173,1929.110361
140,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 777-11,서울특별시 서초구 방배중앙로,126.9865526,37.49352318,2018,2,구반포역,902.3405603,1,1405194,1765567,1,서초구,SK리더스뷰(파스텔시티),84,201802,2,12,94000,15,2006,1119.047619,1130.640017
141,스타벅스강남우성점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 832-3,서울특별시 강남구 강남대로,127.0306939,37.4923528,2018,5,강남역,2.366076004,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
142,스타벅스송파구청점,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 22-5,서울특별시 송파구 오금로,127.1074057,37.51460076,2018,1,몽촌토성역,398.6035408,1,2698844,1780476,1,송파구,AQUADCASAS,59,201810,10,6,44000,3,2004,745.7627119,1060.671256
143,스타벅스신사가로수점,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 533-11,서울특별시 강남구 압구정로12길,127.022506,37.52188494,2018,0,신사역,414.1726225,1,1943382,1819852,1,강남구,Ruden House,84,201803,3,12,79000,1,2007,940.4761905,1089.923219
144,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 89-4,서울특별시 강남구 도산대로57길,127.0418193,37.52525095,2018,0,압구정로데오역,467.8398667,1,1202416,1480536,1,강남구,강변상지리츠빌,171,201801,1,9,230000,4,2001,1345.02924,1690.052161
146,스타벅스문정하비오점,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 618,서울특별시 송파구 송파대로,127.1248723,37.47961708,2018,4,장지역,273.2397237,1,1525212,1597754,1,송파구,건영1,84,201801,1,2,75800,13,1996,902.3809524,1052.300928
147,스타벅스,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 44-12,서울특별시 강남구 학동로,127.045958,37.5183013,2018,1,강남구청역,113.8406876,1,1202416,1480536,1,강남구,강변상지리츠빌,171,201801,1,9,230000,4,2001,1345.02924,1690.052161
148,스타벅스청담영동대로점,11680,강남구,1168010400,청담동,서울특별시 강남구 청담동 132-1,서울특별시 강남구 영동대로,127.056441,37.52217895,2018,5,청담역,271.9543456,1,1202416,1480536,1,강남구,강변상지리츠빌,171,201801,1,9,230000,4,2001,1345.02924,1690.052161
149,스타벅스,11710,송파구,1171011100,방이동,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로,127.1205658,37.50650884,2018,2,방이역,464.1415312,1,2698844,1780476,1,송파구,AQUADCASAS,59,201810,10,6,44000,3,2004,745.7627119,1060.671256
150,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 736-2,서울특별시 서초구 강남대로85길,127.0225824,37.50736061,2018,2,사평역,840.7106178,1,2446508,1576875,1,서초구,APELBAUM,180,201808,8,10,148500,2,2005,825,2178.668139
151,스타벅스문정역점,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 651,서울특별시 송파구 송파대로,127.1207441,37.4845513,2018,0,문정역,363.7381875,1,1525212,1597754,1,송파구,건영1,84,201801,1,2,75800,13,1996,902.3809524,1052.300928
152,스타벅스,11290,성북구,1129013600,하월곡동,서울특별시 성북구 하월곡동 89-7,서울특별시 성북구 동소문로,127.029302,37.60761238,2018,5,길음역,628.5979132,1,1847200,1725982,0,성북구,광남캐스빌,84,201801,1,20,38700,5,2008,460.7142857,637.4392474
153,스타벅스,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019521,37.51485002,2018,4,신사역,534.7680189,1,2131041,2126310,1,서초구,강변,84,201801,1,6,137500,5,1987,1636.904762,1896.8602
155,스타벅스이수역사거리점,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 3001-2,서울특별시 서초구 서초대로,126.9830474,37.48598728,2018,5,이수역,189.1648741,1,1405194,1765567,1,서초구,SK리더스뷰(파스텔시티),84,201802,2,12,94000,15,2006,1119.047619,1130.640017
156,스타벅스공릉역점,11350,노원구,1135010300,공릉동,서울특별시 노원구 공릉동 379-27,서울특별시 노원구 동일로,127.0722546,37.62636612,2018,9,공릉역,80.07628335,1,3752718,3356691,0,노원구,6.7디벨리움,17,201803,3,19,17200,9,2016,1011.764706,559.0819312
157,스타벅스강남오거리점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 813-17,서울특별시 강남구 봉은사로2길,127.0266434,37.50209594,2018,12,신논현역,695.7146292,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
158,스타벅스커피강남대로신사,11650,서초구,1165010600,잠원동,서울특별시 서초구 잠원동 21-7,서울특별시 서초구 강남대로,127.019521,37.51485002,2018,4,신사역,534.7680189,1,2131041,2126310,1,서초구,강변,84,201801,1,6,137500,5,1987,1636.904762,1896.8602
160,스타벅스,11650,서초구,1165010700,반포동,서울특별시 서초구 반포동 19-4,서울특별시 서초구 신반포로,127.0068163,37.50642716,2018,2,고속터미널역,244.1022009,1,2446508,1576875,1,서초구,APELBAUM,180,201808,8,10,148500,2,2005,825,2178.668139
161,스타벅스강남점,11680,강남구,1168010100,역삼동,서울특별시 강남구 역삼동 825,서울특별시 강남구 강남대로,127.0285648,37.49783175,2018,4,강남역,636.4013209,1,3317112,2373123,1,강남구,(828-21),62,201802,2,26,48500,6,2005,782.2580645,1418.038794
162,스타벅스노원마들역점,11350,노원구,1135010500,상계동,서울특별시 노원구 상계동 694,서울특별시 노원구 노원로,127.0570787,37.66096272,2018,2,마들역,739.0032885,1,1369917,2196320,0,노원구,건영,59,201803,3,29,25000,14,2003,423.7288136,619.5435142
163,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 642,서울특별시 송파구 송파대로,127.1205807,37.48788401,2018,2,문정역,84.42069178,1,1525212,1597754,1,송파구,건영1,84,201801,1,2,75800,13,1996,902.3809524,1052.300928
164,스타벅스,11680,강남구,1168010700,신사동,서울특별시 강남구 신사동 621-1,서울특별시 강남구 언주로,127.0330918,37.5273874,2018,1,압구정역,599.8520638,1,1943382,1819852,1,강남구,Ruden House,84,201803,3,12,79000,1,2007,940.4761905,1089.923219
165,스타벅스,11710,송파구,1171010800,문정동,서울특별시 송파구 문정동 55-6,서울특별시 송파구 송파대로,127.1230757,37.48628966,2018,2,문정역,213.9785765,1,1525212,1597754,1,송파구,건영1,84,201801,1,2,75800,13,1996,902.3809524,1052.300928
166,스타벅스,11650,서초구,1165010800,서초동,서울특별시 서초구 서초동 1365-23,서울특별시 서초구 남부순환로,127.03005,37.48442722,2018,4,양재역,297.9475544,1,1760812,1569786,1,서초구,(1617-21),82,201806,6,18,66500,5,2007,810.9756098,1184.745723
167,스타벅스,11650,서초구,1165010100,방배동,서울특별시 서초구 방배동 907-1,서울특별시 서초구 방배로,126.9960731,37.48433262,2018,4,방배역,348.1819014,1,1405194,1765567,1,서초구,SK리더스뷰(파스텔시티),84,201802,2,12,94000,15,2006,1119.047619,1130.640017
